PREGUNTA	RESPUESTA
¿QUÉ ACTOR PROTAGONIZÓ LA TELENOVELA YAGO, PASIÓN MORENA?	FACUNDO ARANA
¿EN QUÉ AÑO SE APROBÓ LA LEY DE DIVORCIO VINCULAR?	1987
¿CUÁNTOS SON LOS DIOSES DEL PANTEÓN ROMANO?	12
¿A QUÉ HACE REFERENCIA LA PALABRA MENESTER?	NECESIDAD
¿CUÁNTOS JUGADORES TIENE EN CANCHA UN EQUIPO DE HANDBALL PROFESIONAL?	7
¿QUÉ EFECTO CAUSA UN ANTIHISTAMÍNICO?	ELIMINA LA ALERGIA
¿QUÉ MEDIDA CALCULA UN ODÓMETRO?	DISTANCIA
¿CUÁL DE ESTOS NOMBRES RECIBEN LAS HINCHADAS DE LOS EQUIPOS DE FÚTBOL BRASILEÑOS?	TORCIDA
¿QUIÉN ES EL AUTOR DEL LIBRO OPERACIÓN MASACRE?	RODOLFO WALSH
¿CUÁL ES EL PREFIJO TELEFÓNICO DE LA ARGENTINA?	54
¿EN QUÉ PROVINCIA ARGENTINA NACIÓ NICOLÁS AVELLANEDA?	TUCUMAN
¿QUÉ PAÍS SUDAMERICANO ES EL MAYOR PRODUCTOR DE ENERGÍA ELÉCTRICA?	BRASIL
¿CÓMO SE LLAMÓ EL PRIMER EMPERADOR MONGOL?	GENGHISKHAN
¿A QUÉ HERMANO DE NAPOLEÓN LLAMABAN PEPE BOTELLA?	JOSÉ BONAPARTE
¿CÓMO SE LLAMA AL EXCESO DE AZÚCAR EN SANGRE?	GLUCEMIA
¿QUÉ CIUDAD ES LA CAPITAL DE CUBA?	LA HABANA
¿QUÉ PAÍS INVADIÓ PANAMÁ EN EL AÑO 1989?	ESTADOS UNIDOS
¿CUÁL ES LA CAPITAL DE REPÚBLICA DOMINICANA?	SANTO DOMINGO
¿CUANTAS COSTILLAS TIENE EL CUERPO HUMANO?	24
¿QUÉ ES LA ONICOFAGIA?	EL HÁBITO DE COMERSE LAS UÑAS
¿DE QUÉ PAÍS ES TRADICIONAL EL KIMONO?	JAPÓN
¿QUÉ FESTEJAN EN ESTADOS UNIDOS CADA 4 DE JULIO?	EL DÍA DE LA INDEPENDENCIA
¿QUÉ GRUPO DE CUMBIA DE LOS 90 POPULARIZÓ LA CANCIÓN ESA MALVADA?	VOLCÁN
¿EN LA FRONTERA DE QUÉ PAÍSES SE ENCUENTRA EL LAGO TITICACA?	BOLIVIA Y PERÚ
¿QUIÉN DIJO LA FRASE VIVIMOS EN UN MUNDO DONDE NOS ESCONDEMOS PARA HACER EL AMOR, MIENTRAS LA VIOLENCIA SE PRACTICA A PLENA LUZ DEL DÍA?	JOHN LENNON
¿QUIÉN ESCRIBIÓ LA NOVELA EL RETRATO DE DORIAN GRAY?	OSCAR WILDE
¿QUIÉN CONDUCÍA EL PROGRAMA DE TV SORPRESA Y 1/2?	JULIÁN WEICH
¿QUÉ CIUDAD EUROPEA ES CONOCIDA COMO LA CIUDAD ETERNA?	ROMA
¿CUÁNTAS VECES FUE ELEGIDO PRESIDENTE DE LA NACIÓN HIPÓLITO YRIGOYEN?	2
¿CON QUÉ PAÍS TUVO ARGENTINA EL CONFLICTO DEL CANAL DE BEAGLE?	CHILE
¿CÓMO SE LLAMA EL TRASTORNO QUE PROVOCA QUE LA SANGRE NO COAGULE NORMALMENTE?	HEMOFILIA
¿QUIÉN COMPUSO LA CANCIÓN SÓLO LE PIDO A DIOS?	LEÓN GIECO
¿DE QUÉ PROVINCIA ES GOBERNADOR JUAN MANUEL URTUBEY?	SALTA
¿EN QUÉ CIUDAD DE LA PROVINCIA DE BUENOS AIRES NACIÓ EL BASQUETBOLISTA EMANUEL GINÓBILI?	BAHÍA BLANCA
POPULARMENTE, ¿CUÁNTOS AÑOS DE MALA SUERTE TIENE UNA PERSONA SI ROMPE UN ESPEJO?	SIETE
¿QUIÉN ERA EL PRESIDENTE DE FACTO DE LA ARGENTINA DURANTE LA NOCHE DE LOS BASTONES LARGOS?	JUAN CARLOS ONGANÍA
¿EN QUÉ CAPITAL EUROPEA SE ENCUENTRA EL MUSEO DEL PRADO?	MADRID
¿EN QUÉ FAMOSA SERIE DE TELEVISIÓN EL PERSONAJE USABA UN ZAPATO COMO TELÉFONO?	SUPERAGENTE 86
¿QUIÉN FUE EL CANTANTE DE LA BANDA ESTADOUNIDENSE THEDOORS?	JIM MORRISON
¿CUÁL ES EL NOMBRE DE PILA DEL CONDUCTOR TELEVISIVO DE APELLIDO DOMAN?	FABIÁN
SEGÚN LAS INDICACIONES QUE FIGURAN EN LOS MATAFUEGOS, ¿A CUÁNTOS METROS HAY QUE UBICARSE DE LAS LLAMAS PARA USARLO CORRECTAMENTE?	3 METROS
¿CUÁL ERA EL APODO DEL CANTANTE DE TANGO ROBERTO GOYENECHE?	EL POLACO
¿EN QUÉ PAÍS SE ENCUENTRA EL SALAR DE UYUNI?	BOLIVIA
¿QUIÉN FUE EL TÉCNICO DE LA SELECCIÓN ARGENTINA EN EL MUNDIAL DE FRANCIA 1998?	DANIEL PASSARELLA
EN LA FAMOSA CANCIÓN HOLA DON PEPITO, HOLA DON JOSÉ, ¿POR QUÉ FAMILIAR SE PREGUNTAN?	POR LA ABUELA
¿QUÉ ACTRIZ INTERPRETÓ A LA MARY EN LA RECORDADA PELÍCULA DIRIGIDA POR DANIEL TYNAYRE?	SUSANA GIMÉNEZ
¿EN QUÉ PAÍS NACIÓ EL GÉNERO MUSICAL JAZZ?	ESTADOS UNIDOS
¿DE QUÉ PAÍS SUDAMERICANO FUE DICTADOR ALFREDO STROESSNER?	PARAGUAY
SEGÚN LA LETRA DE LA POPULAR CANCIÓN DE RODRIGO SOY CORDOBÉS, ¿POR QUÉ TOMA EL VINO SIN SODA?	PORQUE ASÍ PEGA MÁS
¿EN QUÉ PAÍS MURIÓ JOSÉ DE SAN MARTÍN?	FRANCIA
¿EN QUÉ PROVINCIA ARGENTINA QUEDA EL SALAR DEL HOMBRE MUERTO?	CATAMARCA
¿CON QUÉ ABREVIATURA SE CONOCE A LA COMISIÓN QUE CREÓ RAÚL ALFONSÍN, CON EL OBJETIVO DE INVESTIGAR LAS VIOLACIONES A LOS DERECHOS HUMANOS DURANTE LA ÚLTIMA DICTADURA MILITAR?	CONADEP
¿EN QUÉ AÑO JUAN PABLO II VISITÓ NUESTRO PAÍS POR PRIMERA VEZ?	1982
¿EN QUÉ CIUDAD ITALIANA ESTÁ LA FONTANA DI TREVI?	ROMA
¿CUÁL FUE EL PAPA DE LA IGLESIA CATÓLICA QUE RENUNCIÓ A SU CARGO EN 2013 Y ASUMIÓ EL TÍTULO DE PAPA EMÉRITO?	BENEDICTO XVI
¿CUÁL DE LAS SIGUIENTES PLANTAS SE FROTA SOBRE LA PIEL Y TIENE UN EFECTO REFRESCANTE SI SUFRO QUEMADURAS POR EL SOL?	ALOE VERA
¿A QUÉ HACE REFERENCIA LA EXPRESIÓN DEL LUNFARDO HACERSE LA RABONA?	FALTAR A CLASES SIN AVISAR EN LA CASA
¿CON QUÉ CARTA DE LA BARAJA ESPAÑOLA SE COMPARA A UNA PERSONA PARA DECIRLE QUE NO TIENE IMPORTANCIA?	4 DE COPAS
¿QUÉ ES EL PVC?	UN TIPO DE PLÁSTICO
¿A QUÉ FAMOSA BANDA PERTENECE EL ÁLBUM HELP?	THE BEATLES
¿EN QUÉ PARTE DE ITALIA TIENE SU ORIGEN LA MAFIA CONOCIDA COMO CAMORRA?	SUR
SEGÚN LA VERSIÓN MÁS FAMOSA, ¿QUÉ PERSONAJE DE LA MITOLOGÍA MURIÓ AHOGADO POR NO PODER DEJAR CONTEMPLAR SU BELLEZA EN EL REFLEJO DEL AGUA?	NARCISO
¿CÓMO SE LLAMABA LA PARÁLISIS MOMENTÁNEA QUE LE OCURRÍA AL CHAVO DEL 8 CUANDO SE ASUSTABA?	GARROTERA
¿CUÁL ES EL NOMBRE DEL INSTRUMENTO CONOCIDO COMO DETECTOR DE MENTIRAS?	POLÍGRAFO
¿QUÉ MÚSICO ARGENTINO INTEGRÓ EL GRUPO SERÚGIRÁN JUNTO A CHARLY GARCÍA Y DAVID LEBON?	PEDRO AZNAR
¿A QUIEN DERROTÓ ALFONSÍN EN LAS ELECCIONES PRESIDENCIALES REALIZADAS EN 1983?	ÍTALO LUDER
¿A QUÉ PARTIDO BONAERENSE PERTENECE LA CIUDAD DE MAR DEL PLATA?	GENERAL PUEYRREDON
¿QUÉ ARTISTA INTERNACIONAL PROTAGONIZÓ JUNTO A ELENA ROGER EL MUSICAL EVITA EN BROADWAY?	RICKY MARTIN
¿CUÁL ERA EL APELLIDO DE SOLTERA DE EVITA?	DUARTE
¿EN QUÉ AÑO SUCEDIÓ EN NUESTRO PAÍS LA LLAMADA ASAMBLEA DEL AÑO XIII QUE, ENTRE OTRAS COSAS, SUPRIMIÓ LOS TÍTULOS DE NOBLEZA Y PUSO FIN AL TRÁFICO DE ESCLAVOS?	1813
¿A QUIÉN PERTENECE LA CANCIÓN PATRIÓTICA DIOS SALVE A LA REINA?	REINO UNIDO
¿EN QUÉ FAMOSO LIBRO INFANTIL SE ENCUENTRA LA CONSIGNA LO ESENCIAL ES INVISIBLE A LOS OJOS?	EL PRINCIPITO
¿CÓMO SE LLAMA EL LÍQUIDO PRODUCIDO POR LAS MADRES PREVIO A GENERAR LA LECHE MATERNA?	CALOSTRO
¿CÓMO SE LLAMA AL ACTO DE ORGANISMOS DE ESPECIES DIFERENTES PARA BENEFICIARSE MUTUAMENTE?	SIMBIOSIS
EN LA MITOLOGÍA GRIEGA, ¿QUÉ PARTICULARIDAD TIENE EL CABALLO LLAMADO PEGASO?	TIENE ALAS
¿QUÉ ES EL ÉBOLA?	UN VIRUS
¿CÓMO SE LLAMA AL ÁNGULO QUE ES MAYOR A 90 GRADOS Y MENOR A 180 GRADOS?	OBTUSO
¿EN EL TERRITORIO DE QUÉ ACTUAL PAÍS NACIÓ ALBERT EINSTEIN?	ALEMANIA
¿DE QUÉ LOCALIDAD SANTAFESINA ES ORIUNDA LA CANTANTE SOLEDAD PASTORUTTI?	AREQUITO
¿CUÁNTOS ERAN LOS MINEROS CHILENOS QUE QUEDARON ATRAPADOS A MÁS DE 700 METROS BAJO LA TIERRA EN 2010?	33
¿QUÉ CANTANTE DE LA MOVIDA TROPICAL POPULARIZÓ LA CANCIÓN EL HIJO DE CUCA?	POCHO LA PANTERA
¿A CUÁL DE LOS EQUIPOS DE AVELLANEDA PERTENECE EL ESTADIO LLAMADO PRESIDENTE PERÓN?	RACING CLUB
¿EN QUÉ LOCALIDAD DEL CONURBANO BONAERENSE ESTÁ LA CASA DONDE SANDRO VIVIÓ DURANTE MUCHOS AÑOS DE SU VIDA?	BANFIELD
¿CÓMO SE LLAMA LA HIJA MÁS CHICA DEL PRESIDENTE MAURICIO MACRI?	ANTONIA
¿A QUÉ ÓRGANO AFECTAN LOS CÁLCULOS RENALES?	RIÑONES
SEGÚN LA TABLA PERIÓDICA, ¿CUÁL ES EL SÍMBOLO QUÍMICO DEL SODIO, PRINCIPAL COMPONENTE DE LA SAL DE MESA?	NA
¿CUÁL ES EL NOMBRE DE PILA DE LA HIJA DE SUSANA GIMÉNEZ?	MARÍA MERCEDES
¿EL NACIMIENTO DE UN LIGRE ES PRODUCTO DE LA CRUZA DE QUÉ DOS ANIMALES?	UN LEÓN Y UN TIGRE
EN GEOMETRÍA, ¿CUÁL ES LA FÓRMULA PARA CALCULAR LA SUPERFICIE DE UN RECTÁNGULO?	BASE POR ALTURA
¿QUÉ SIGNIFICA LA PALABRA AMÉN, UTILIZADA FRECUENTEMENTE EN LAS ORACIONES CRISTIANAS?	ASÍ SEA
¿HACIA QUÉ LUGAR SE DIRIGÍA EL AVIÓN DE LAPA QUE SE ESTRELLÓ EN 1999 CUANDO INTENTABA DESPEGAR DESDE BUENOS AIRES?	CÓRDOBA
¿EN QUÉ PAÍS SE ENCUENTRA LA SEDE CENTRAL DEL FONDO MONETARIO INTERNACIONAL?	ESTADOS UNIDOS
ADEMÁS DE DIMINUTIVOS DE ANIMALES, ¿QUÉ SON LA ARAÑITA Y LA TORTUGUITA?	CORTES DE CARNE
¿CUÁL ES EL CONTINENTE CON MAYOR SUPERFICIE?	ASIA
¿EN QUÉ PROVINCIA SE ENCUENTRA EL SANTUARIO DE GILDA?	ENTRE RÍOS
¿QUIÉN ERA EL PRESIDENTE ARGENTINO CUANDO SE CAMBIÓ LA MONEDA AUSTRAL POR EL PESO CONVERTIBLE, LO QUE SIGNIFICÓ QUE UN PESO VALÍA UN DÓLAR?	CARLOS MENEM
¿EN QUÉ PAÍS NACIÓ EL FAMOSO CANTANTE LUIS MIGUEL?	PUERTO RICO
EN LA FAMOSA SERIE, ¿CUÁNTOS ERAN LOS INTEGRANTES DEL GRUPO ORIGINAL DE LOS SIMULADORES?	4
¿EN QUÉ APARATO SE SUELE REALIZAR EL EJERCICIO AERÓBICO LLAMADO SPINNING?	BICICLETA FIJA
¿CUÁL FUE EL ÚLTIMO MUNDIAL COMO JUGADOR DE DIEGO ARMANDO MARADONA?	ESTADOS UNIDOS 1994
¿EN QUÉ PROVINCIA SE ENCUENTRA LA CIUDAD DE SAN MARTÍN DE LOS ANDES?	NEUQUÉN
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA EL PASO FRONTERIZO CONOCIDO COMO CRISTO REDENTOR?	MENDOZA
¿EN QUÉ AÑO FUE ELEGIDO PRESIDENTE NÉSTOR KIRCHNER?	2003
¿CUÁL ES EL NOMBRE DEL ACTOR QUE ENCARNÓ AL CHAVO DEL 8?	ROBERTO GÓMEZ BOLAÑOS
¿DE QUÉ ANIMAL SON LAS RAZAS HOLSTEIN, HEREFORD Y ABERDEEN ANGUS?	VACAS
¿EN QUÉ PROVINCIA ARGENTINA ESTÁN LOS DEPARTAMENTOS DE GUAYMALLÉN, GODOY CRUZ Y MAIPÚ?	MENDOZA
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRAN LAS TERMAS DE COLÓN?	ENTRE RÍOS
EN LA PELÍCULA TITANIC, ¿CUÁL ERA EL NOMBRE DEL PERSONAJE QUE INTERPRETÓ LEONARDO DI CAPRIO?	JACK
¿A QUIÉN LE DIJO MASCHERANO DURANTE EL MUNDIAL DE BRASIL LA FRASE:HOY TE CONVERTÍS EN HÉROE?	SERGIO ROMERO
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA LA QUIACA?	JUJUY
¿EN QUÉ SIGLO LLEGÓ CRISTÓBAL COLÓN A AMÉRICA EN SU PRIMER VIAJE?	XV
EN LA PELÍCULA EL NÁUFRAGO, ¿CÓMO BAUTIZÓ EL PROTAGONISTA A LA PELOTA DE VÓLEY?	WILSON
¿CON QUÉ NOMBRE SE CONOCÍA DE MANERA FIGURATIVA A LA COMUNICACIÓN DIRECTA DE ESTADOS UNIDOS CON LA UNIÓN SOVIÉTICA DURANTE LA GUERRA FRÍA?	TELÉFONO ROJO
¿QUIÉN FUE EL CONDUCTOR DEL RECORDADO PROGRAMA DE TV SÁBADOS CIRCULARES?	PIPO MANCERA
SEGÚN SU ACENTUACIÓN, ¿QUÉ TIPO DE PALABRA ES CAPITÁN?	AGUDA
¿QUIÉN ES EL CANTANTE DE LA BANDA ESTADOUNIDENSE AEROSMITH?	STEVEN TYLER
¿EN QUÉ PARTE DEL CUERPO SE ENCUENTRA EL BOZO?	EN EL ROSTRO
¿QUÉ BANDA DE ROCK NACIONAL SUELE USAR PIJAMAS DURANTE SUS SHOWS?	BERSUITVERGARABAT
¿EN QUÉ PROGRAMA JUVENIL COMENZÓ SU CARRERA LUCIANO CASTRO?	JUGATE CONMIGO
¿QUÉ TÍTULO UNIVERSITARIO TENÍA MARIANO MORENO, UNO DE LOS PRINCIPALES IMPULSORES DE LA REVOLUCIÓN DE MAYO?	ABOGADO
SEGÚN LA LEYENDA, ¿CUÁL ES EL NOMBRE DEL MONSTRUO QUE HABITA EL LAGO NAHUEL HUAPI?	NAHUELITO
¿EN QUÉ EQUIPO JUGABA DIEGO MARADONA CUANDO FUE CAMPEÓN DEL MUNDO CON ARGENTINA DEL MUNDIAL DE 1986?	NAPOLI
¿A QUÉ PAÍS PERTENECE LA ISLA DE SANTORINI?	GRECIA
¿CUÁL ES EL PICO MÁS ALTO DE ÁFRICA?	KILIMANJARO
¿EN QUÉ PAÍS SUDAMERICANO TRANSCURRE UNA DE LAS PELÍCULAS DE LA SAGA RÁPIDOS Y FURIOSOS?	BRASIL
¿CUÁL ES LA FORMA SIMBÓLICA QUE SE USA EN EL VATICANO PARA HACER SABER AL MUNDO QUE YA SE ELIGIÓ NUEVO PAPA?	UNA FUMATA BLANCA
¿CUÁL DE LAS SIGUIENTES PALABRAS ES SINÓNIMO DE ESTRAFALARIO?	EXTRAVAGANTE
¿CUÁL ES LA ISLA DE MAYOR SUPERFICIE DEL MAR CARIBE?	CUBA
¿EN QUÉ PAÍS COMETÍA SUS CRÍMENES EL ASESINO EN SERIE CONOCIDO COMO JACK EL DESTRIPADOR?	INGLATERRA
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA LA CIUDAD LLAMADA SALSIPUEDES?	CÓRDOBA
¿CON QUÉ PERSONALIDAD DE LA FARÁNDULA ESTUVO EN PAREJA LUIS VADALÁ?	MORIACASÁN
¿EN QUÉ BARRIO DE LA CIUDAD DE BUENOS AIRES SE ENCUENTRA EL BARRIO CHINO?	BELGRANO
¿EN QUÉ CIUDAD SE ENCUENTRA EL PRIMER PARQUE DE DISNEY CONSTRUIDO FUERA DE ESTADOS UNIDOS?	TOKIO
¿EN QUÉ DÉCADA COMENZÓ A USARSE LA PÍLDORA ANTICONCEPTIVA FEMENINA?	DÉCADA DEL 60
¿EN QUÉ AÑO SE PRIVATIZÓ LA EMPRESA GAS DEL ESTADO?	1992
¿EN QUÉ PROVINCIA FUE SANCIONADA LA CONSTITUCIÓN ARGENTINA DE 1853?	SANTA FE
¿EN QUÉ DEPORTE SE DESTACÓ EL ARGENTINO ROBERTO DE VICENZO?	GOLF
¿QUÉ SENTIDO PIERDE LA PERSONA QUE SUFRE DE ANOSMIA?	OLFATO
¿CON QUÉ APODO ES MÁS CONOCIDO EL CAUDILLO Y MILITAR FEDERAL ÁNGEL VICENTE PEÑALOZA?	EL CHACHO
¿CON QUÉ APODO SE LO CONOCE AL EX GOBERNADOR CARLOS REUTEMANN?	LOLE
¿CUÁL ES EL SIGNIFICADO DEL NÚMERO 14 EN LOS SUEÑOS DE LA QUINIELA ARGENTINA?	EL BORRACHO
¿CUÁL ES EL NOMBRE QUE LOS BRITÁNICOS LE ASIGNARON A PUERTO ARGENTINO EN LAS ISLAS MALVINAS?	PUERTO STANLEY
¿A QUÉ LUGAR DE ESTADOS UNIDOS SE LA SUELE LLAMAR LA CIUDAD DEL PECADO?	LAS VEGAS
¿COMO SE LLAMA EL SISTEMA OPERATIVO PARA DISPOSITIVOS MÓVILES DE GOOGLE?	ANDROID
¿CON QUÉ SIGLA SE CONOCE A LA TARJETA DE MEMORIA QUE SE LE AGREGA A LOS CELULARES?	SD
¿PARA SABER EL ESTADO DE QUÉ SE USA LA APLICACIÓN WAZE?	TRÁNSITO
¿QUÉ FABRICA O REPARA UN LUTHIER?	INSTRUMENTOS MUSICALES
¿EN QUÉ VIDEO JUEGO DE PELEAS HAY UN MOVIMIENTO O TRUCO LLAMADO FATALITY?	MORTAL KOMBAT
¿QUÉ ES UN FILIBUSTERO?	UN PIRATA
¿QUÉ PROFESIONAL UTILIZA UN ESPÉCULO?	MÉDICO
¿QUÉ BEBIDA ALCOHÓLICA SE ELABORA A PARTIR DE UNA PLANTA LLAMADA AGAVE?	TEQUILA
¿QUÉ ANTIGUA CIVILIZACIÓN TENÍA EN SU SOCIEDAD PATRICIOS Y PLEBEYOS?	ROMANA
¿DE QUÉ TIPO DE PLANTA SE EXTRAEN LOS DÁTILES?	DE UNA PALMERA
¿A QUÉ EQUIPO DE FÚTBOL PERTENECE EL PLANTEL CONOCIDO COMO LOS CARASUCIAS?	SAN LORENZO
¿CUÁL ES LA MONEDA OFICIAL DE SUIZA?	FRANCO SUIZO
¿EN QUÉ AÑO SE INAUGURÓ EL PARQUE TECNÓPOLIS?	2011
EN ALGUNOS PAÍSES LATINOAMERICANOS, ¿A QUÉ SE LLAMA ALBERCA?	LA PISCINA
¿CÓMO SE LLAMA A LA COMPOSICIÓN LITERARIA PROTAGONIZADA POR ANIMALES QUE SUELE DEJAR UNA ENSEÑANZA O MORALEJA?	FABULA
¿QUÉ ES UNA CORBETA?	UN TIPO DE EMBARCACIÓN
¿CUÁL ES EL NOMBRE DE PILA DE SAMPAOLI, EX TÉCNICO DE LA SELECCIÓN ARGENTINA?	JORGE
¿QUIÉN ES EL AUTOR DE EL JUGUETE RABIOSO?	ROBERTO ARLT
SEGÚN DATOS DE LA ORGANIZACIÓN MUNDIAL DE LA SALUD, ¿QUÉ PORCENTAJE APROXIMADO DE PERSONAS EN EL MUNDO RESPIRA AIRE CONTAMINADO?	90%
¿QUÉ DOS POTENCIAS MUNDIALES PROTAGONIZARON LA GUERRA FRÍA?	ESTADOS UNIDOS Y UNIÓN SOVIÉTICA
¿EN QUÉ HEMISFERIO SE PUEDE OBSERVAR DURANTE TODO EL AÑO LA CONSTELACIÓN LLAMADA OSA MAYOR?	HEMISFERIO NORTE
¿QUIÉN ES EL HEREDERO AL TRONO DEL REINO UNIDO?	PRÍNCIPE CARLOS
¿A QUÉ FAMOSA SERIE NORTEAMERICANA PERTENECEN LAS FAMILIAS STARK, TARGARYEN Y LANNISTER?	GAME OF THRONES
¿QUÉ ESTILO DE CUMBIA HACE LA BANDA ARGENTINA LOS PALMERAS?	SANTAFESINA
¿QUÉ SE CELEBRA EL 11 DE MAYO?	DÍA DEL HIMNO NACIONAL ARGENTINO
¿CÓMO SE AUTODENOMINÓ EL GOLPE DE ESTADO QUE DERROCÓ A ARTURO ILLIA EN 1966?	REVOLUCIÓN ARGENTINA
GENERALMENTE, ¿CÓMO SE USAN LAS MEDIAS FEMENINAS CONOCIDAS COMO BUCANERAS?	POR ENCIMA DE LA RODILLA
¿EN QUÉ PAÍS NACIÓ EL MÚSICO JUSTIN BIEBER?	CANADÁ
¿EN QUÉ BATALLA URQUIZA VENCIÓ A ROSAS?	CASEROS
¿A QUÉ PRESIDENTE CONSTITUCIONAL DERROCÓ JOSÉ FÉLIX URIBURU?	HIPÓLITO YRIGOYEN
¿EN QUÉ PROVINCIA ARGENTINA SE FORMÓ EL GRUPO FOLKLÓRICO LOS NOCHEROS?	SALTA
¿A QUÉ BANDA DE ROCK NACIONAL PERTENECE EL TEMA CORAZÓN DELATOR?	SODA STEREO
¿CÓMO SE LLAMA LA SUSTANCIA QUE LE DA EL SABOR AMARGO CARACTERÍSTICO AL AGUA TÓNICA?	QUININA
¿EN QUÉ CIUDAD SE ENCUENTRA LA SEDE DE LA BOLSA DE VALORES NASDAQ?	NUEVA YORK
¿DE QUÉ PAÍS ES ORIGINARIA LA HISTORIETA CÓMICA CONDORITO?	CHILE
¿CUÁL FUE EL PRIMER MUNDIAL QUÉ JUGÓ MESSI CON LA SELECCIÓN MAYOR?	ALEMANIA 2006
¿EN QUÉ AÑO FUE FUNDADA LA EMPRESA WHATSAPP?	2009
¿QUIÉN DE LOS SIGUIENTES OCUPÓ PRIMERO EL CARGO DE PRESIDENTE DE ESTADOS UNIDOS?	JIMMY CARTER
¿EN QUÉ CIUDAD DE ARGENTINA NACIÓ ERNESTO CHE GUEVARA?	ROSARIO
¿EL NOMBRE DE CUÁL DE ESTOS PAÍSES LATINOAMERICANOS SIGNIFICA OMBLIGO DE LA LUNA?	MÉXICO
¿EN CUÁL DE ESTAS EXPRESIONES ARTÍSTICAS SE UTILIZA UN METRÓNOMO?	MÚSICA
¿CÓMO SE LLAMABAN A LOS MÚSICOS Y POETAS EN LA ÉPOCA MEDIEVAL?	TROVADORES
¿EN QUÉ AÑO SE CORRIÓ POR ÚLTIMA VEZ EL GRAN PREMIO DE FÓRMULA 1 EN ARGENTINA?	1998
¿CUÁL ES LA ÚLTIMA LETRA DEL ALFABETO GRIEGO?	OMEGA
¿QUÉ SUCEDE CON LA PUPILA DEL OJO HUMANO SI SE EXPONE A MUCHA LUZ?	SE CONTRAE
¿CUÁL DE LAS SIGUIENTES HORMONAS PARTICIPA EN LA REGULACIÓN DEL CICLO DEL SUEÑO?	MELATONINA
¿QUÉ ACTOR PROTAGONIZÓ LA PELÍCULA FORREST GUMP?	TOM HANKS
¿EN QUÉ EQUIPO DEL FÚTBOL EUROPEO JUEGA LA ESTRELLA BRASILERA NEYMAR?	PARIS SAINT GERMAN
¿QUÉ ES LA CARÓTIDA?	UNA ARTERIA
¿DE QUÉ PAÍS SON ORIGINARIAS LAS HISTORIETAS LLAMADAS MANGA?	JAPÓN
¿EN QUÉ PAÍS SE ENCUENTRA LA BASE MILITAR ESTADOUNIDENSE DE GUANTÁNAMO?	CUBA
¿EN QUÉ PROVINCIA ARGENTINA SE ENCUENTRA EL MONUMENTO NATURAL PUENTE DEL INCA?	MENDOZA
¿A QUÉ DICEN MARA SALVATRUCHA?	A UNA PANDILLA CRIMINAL
¿DE QUÉ CIUDAD DE LA PROVINCIA DE BUENOS AIRES ES ORIUNDO MARCELO TINELLI?	BOLÍVAR
¿EN QUÉ AÑO SE FUNDÓ EL SITIO YOUTUBE?	2005
¿EN QUÉ CEMENTERIO DESCANSAN LOS RESTOS DE EVA PERÓN?	RECOLETA
EN ALGUNOS PAÍSES DE LATINOAMÉRICA, ¿QUÉ ES LO QUE SE CONOCE CON EL NOMBRE PORORÓ?	POCHOCLO
¿QUÉ POLÍTICO ARGENTINO ERA CONOCIDO COMO EL RESTAURADOR DE LAS LEYES?	JUAN MANUEL DE ROSAS
¿CUÁNTOS AÑOS TIENE UN LUSTRO?	5 AÑOS
¿CUÁL ERA EL APELLIDO DE SOLTERA DE AMALIA FORTABAT?	LACROZE
PARA LOS BRASILEROS, ¿QUÉ DÍA ES LA QUARTAFEIRA?	MIÉRCOLES
¿QUIÉN ENCARNABA A EL CAPITÁN PILUSO EN EL RECORDADO PROGRAMA INFANTIL?	ALBERTO OLMEDO
¿QUÉ ACTOR PROTAGONIZÓ LA PELÍCULA EL CURIOSO CASO DE BENJAMINBUTTON?	BRAD PITT
¿QUIÉN FUE EL AUTOR DE LA OBRA MAESTRA LA DIVINA COMEDIA?	DANTE ALIGHIERI
¿QUÉ SIGNIFICA LA LETRA F EN LAS SIGLA Y.P.F.?	FISCALES
¿A QUÉ PAÍS SUDAMERICANO PERTENECE LA RESIDENCIA PRESIDENCIAL DE SUAREZ Y REYES?	URUGUAY
¿CÓMO SE LLAMA EL LÍDER DE LA BANDA DE ROCK DIVIDIDOS, CASADO CON LA ACTRIZ Y NATALIA OREIRO?	RICARDO MOLLO
EN LA SERIE DE TV MI FAMILIA ES UN DIBUJO, ¿QUÉ ACTOR INTERPRETABA EL PAPEL DE PAPÁ DE DIBU?	GERMÁN KRAUS
¿EN QUÉ PAÍS NACIÓ EL MÚSICO LUCA PRODAN, LÍDER DE LA BANDA ARGENTINA SUMO?	ITALIA
¿QUÉ POLÍTICO ARGENTINO ESTABA RETRATADO EN EL BILLETE DE $ 2, ACTUALMENTE FUERA DE CIRCULACIÓN?	BARTOLOMÉ MITRE
¿QUIÉN FUE EL PRIMER PRESIDENTE DE LA PRIMERA JUNTA?	CORNELIO SAAVEDRA
¿QUÉ PRESIDENTE ARGENTINO DIJO, EN SU DISCURSO DE ASUNCIÓN, LA FRASE: EL QUE DEPOSITÓ DÓLARES, RECIBIRÁ DÓLARES?	EDUARDO DUHALDE
¿CUÁL ES LA CAPITAL DE PORTUGAL?	LISBOA
